ID,month,sku_hash,product_type,product_gender,macro_function,function,sub_function,model,aesthetic_sub_line,macro_material,color,fr_FR_price,en_US_description,target
ffb6478d8c875309c33934d9119b64fea0731753_2,2,ffb6478d8c875309c33934d9119b64fea0731753,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MNG FULL OF LOCKS,SANS LIGNE ESTHETIQUE,TEXTILE,,550.0,"This stylish shawl in a soft, lightweight blend of silk and wool is printed with a playful design of Louis Vuitton locks on a woven Monogram background. ",133.0
59e675fac097bdd0be702e82a2505a387503a732_2,2,59e675fac097bdd0be702e82a2505a387503a732,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,MANHATTAN,MONOGRAM,CANVAS,MONOGRAM,1880.0,"The new Manhattan bag brings a fresh, on-trend spirit to iconic Monogram. Rich leather trim and golden hardware enhance its sporty-chic allure. Named for the city that never sleeps, this roomy tote is an ideal partner for on-the-go urban lifestyles.",491.0
f97431200243f96429d96334a45afe408341b343_2,2,f97431200243f96429d96334a45afe408341b343,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,SAINT PLACIDE,MONOGRAM,CANVAS,MONOGRAM,1580.0,"The new Saint Placide chain bag combine Monogram canvas with supple, colored leather, accented by a gleaming golden clasp borrowed from historic House trunks. The perfect size for day-to-night wear, it easily fits a long wallet and other essentials. <p><p>Availability is limited. Shop for the holidays now.",583.0
6827296d8fb93b5440c93cb413b7a9f6975d4f75_2,2,6827296d8fb93b5440c93cb413b7a9f6975d4f75,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,WIGHT,DAMIER EBENE,CANVAS,EBENE,1670.0,"A great day-to-evening bag, the Wight mixes emblematic Damier Ebène canvas with a generous stripe of colorful Cuir Taurillon leather for easy elegance. The thin golden chain and signed eyelets and delicate lock further embolden this study in casual chic. For those who love the Saint Placide, the Wight is a classic Damier Ebene evening bag for your collection.",533.0
b1e8186f3a59bc14c35238f90e1e628cafe9edd2_2,2,b1e8186f3a59bc14c35238f90e1e628cafe9edd2,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,PETITE MALLE,MONOGRAM,CANVAS,MONOGRAM,3900.0,"This exclusive Petite Malle makes a bold fashion statement. The colorful, oversized Kabuki stickers – a big story from the Cruise 18 show – are expertly printed on a background of signature Monogram canvas. A collectible model for day-to-evening wear.",185.0
6a0daf3f6df5550bd18db3966c15017b6f872aea_2,2,6a0daf3f6df5550bd18db3966c15017b6f872aea,Accessories,Men,TIES,TIES,SPOTTED TIES,CRAVATE CONFETTIS,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,"Combining playful dots with a paisley pattern, this bold design is perfect to brighten up a formal look. A perfect gift, it is a universal piece with a traditional inspiration.",142.0
3644b446134b7daa96dc8699bd14f0f3efc9c704_2,2,3644b446134b7daa96dc8699bd14f0f3efc9c704,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,LOCKME II,LOCKME,LEATHER,ROSE FIZZY KAKI CREME,1650.0,"2015 brings a fresh new reading of the Lockme. Crafted in a natural soft calf leather with a supple hand, the bag’s on-trend silhouette lends a youthful cachet to any look – especially when carried cross-body or slung casually over the shoulder. The over-scale LV Twist closure in shiny Palladium brass adds an edgy touch.",121.0
7e922993645cd22539d9ffe7e91fe16e9643aebc_2,2,7e922993645cd22539d9ffe7e91fe16e9643aebc,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,ORGANIZER DE POCHE,DAMIER GRAPHITE,CANVAS,GRAPHITE,280.0,"The understated elegance of this Pocket Organizer is indisputable. The mix of canvas and leather and the printed stripe that cuts across the Damier Graphite canvas bring a fun and strong twist to one of our most classical pieces. As practical as it is sophisticated, it fits comfortably into your pocket or handbag and holds credit cards, bills and papers.",445.0
6dba8d9df77658dfc9fdc987d2ec2d9c4cc9df60_2,2,6dba8d9df77658dfc9fdc987d2ec2d9c4cc9df60,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV INITIALES REV,MONOGRAM ECLIPSE,CANVAS,,390.0,"This reversible belt associates the iconic LV Initiales buckle in dark ruthenium with our new Monogram Eclipse canvas. Subtly branded, it is a perfect match for the Maison's leather goods and shoes.",1744.0
7b20917a0b5d705b16f0465d93a94abedb8ca709_2,2,7b20917a0b5d705b16f0465d93a94abedb8ca709,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,DAMIER EBENE,CANVAS,EBENE,615.0,"Decorated with a print evoking the glamour of Louis Vuitton during the golden age of Transatlantic travel, this Zippy Wallet in coated canvas combines versatility, generous space and an all-round zip. It's perfect for carrying and organizing your daily essentials.",276.0
4586e702d5cb8b31810a1e4594e11f906df4e5b3_2,2,4586e702d5cb8b31810a1e4594e11f906df4e5b3,Leather Goods,Men,CITY BAGS,DAILY BAGS,BACKPACKS,APOLLO BACKPACK,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,1750.0,"The House collaboration with Hiroshi Fujiwara of Fragment Design produced this exclusive Apollo Backpack. Cool and sporty in body-friendly Monogram Eclipse canvas, it features the line’s signature black band, reflective trim and new Rainbow hardware.  ",285.0
67916e896689e2b9fa601268550e104de593c7db_2,2,67916e896689e2b9fa601268550e104de593c7db,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,PETITE MALLE,AUTRES TOILES MONOGRAM,CANVAS,MONOGRAM REVERSE,3900.0,"This exclusive Petite Malle makes a bold fashion statement. The colorful, oversized Kabuki stickers – a big story from the Cruise 18 show – are expertly printed on a background of Reverse Monogram canvas. A collectible model for day-to-evening wear.",89.0
e175e23228712c7f87da38ccbdfa63e2cca1aeff_2,2,e175e23228712c7f87da38ccbdfa63e2cca1aeff,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.CLEMENCE,DAMIER EBENE,CANVAS,EBENE,430.0,"Meet the Clemence Wallet, compact yet with high capacity. This zipped wallet with its lovable penguins strutting on the catwalk, fancy Louis Vuitton bags in their hands, is a joyful vision of elegance. ",256.0
003f8a76cb823eb7c58b6d052c57a8933f9275fd_2,2,003f8a76cb823eb7c58b6d052c57a8933f9275fd,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,ALMA,MONOGRAM VERNIS,LEATHER,GRIS METAL,1400.0,This Alma BB has a metallic finish that makes it perfect for evening wear. Femininity and elegance combine beautifully in one of the House's most iconic shapes.,232.0
0e1a1abd06faa51017d55bbc33358513c427db93_2,2,0e1a1abd06faa51017d55bbc33358513c427db93,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.SLENDER ID,TAIGA,LEATHER,ARDOISE,355.0,This wallet in smooth Taiga leather is surprisingly compact and slim. It can carry all your essentials and still fit into a front or back pocket with ease. This model features a transparent window for your ID.,109.0
59311b640612513b4d910cf51014bad2afa2efd5_2,2,59311b640612513b4d910cf51014bad2afa2efd5,Accessories,Women,TEXTILES,STOLES,LIGHT STOLES,ETOLE TELLING MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,545.0,"This colorful stole in soft wool plays with Louis Vuitton's iconic Monogram pattern to create an intriguing blurred effect. It is a fashionable accessory whose generous size gives it a cozy, enveloping feel.",274.0
016970134a1f5b743b4c844f95deb5f8e9c9bf6d_2,2,016970134a1f5b743b4c844f95deb5f8e9c9bf6d,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,TWIST,VERNIS LISSE,LEATHER,BLUEBERRY,2380.0,"This season, the Twist has been reinterpreted in elegant smooth patent calfskin mixed with graphic & hypnotic Monogram colors lock, for a fashion-forward take on this leather. Perfect for a day-to-evening use, this Twist PM is a bold & cool addition to any silhouette.  ",36.0
d46ffb234190d4f248469c12f78fa68a481c7e77_2,2,d46ffb234190d4f248469c12f78fa68a481c7e77,Accessories,Men,FASHION JEWELRY,BRACELETS,FANCY BRACELETS,BRACELET SOUPLE DISTRICT,SANS LIGNE ESTHETIQUE,CANVAS,,195.0,"The new District range highlights House craftsmanship, with such signature details as saddle-stitched Monogram canvas, a distinctive snap hook, and fine engraving. Stylish and collectible pieces to layer, mix or match.  ",115.0
9074b3d3f7e9ec00f8effeae56dd01dec3fc1693_2,2,9074b3d3f7e9ec00f8effeae56dd01dec3fc1693,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV INITIALES REV,MONOGRAM ECLIPSE,CANVAS,,390.0,"This reversible belt associates the iconic LV Initiales buckle in dark ruthenium with our new Monogram Eclipse canvas. Subtly branded, it is a perfect match for the Maison's leather goods and shoes.",1606.0
3c78b541fd4e7c3aed6fec95850fb1daa3e58519_2,2,3c78b541fd4e7c3aed6fec95850fb1daa3e58519,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MONOGRAM SHINE,SANS LIGNE ESTHETIQUE,TEXTILE,,460.0,"This sophisticated shawl, woven with a tone-on-tone Monogram pattern, is given a subtle shimmer by the use of a soft shine yarn.",186.0
40c30e4fc799cf79fc39937736cd952135ca7d23_2,2,40c30e4fc799cf79fc39937736cd952135ca7d23,Accessories,Women,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LV INITIALES REV,MONOGRAM,CANVAS,,370.0,"This signature belt does double duty: classic Monogram canvas, perfect for casual looks, reverses to grained-calf leather in Rose Bruyère (Wild Rose) for more sophisticated silhouettes. The piece is finished with a shiny golden LV Initiales buckle. ",86.0
861094cfbed61b27c49a7e6d9ddbb7029c67fab3_2,2,861094cfbed61b27c49a7e6d9ddbb7029c67fab3,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LEGACY,AUTRES CUIRS,LEATHER,,390.0,"Refined and understated, this timeless model will satisfy clients looking for a classic business belt. Combining our new buckle with a 35mm calf leather strap, it offers a choice of elegant colors to match any business suit.",132.0
35f2077ff8bac880dd74a85d31a74d33d4b14987_2,2,35f2077ff8bac880dd74a85d31a74d33d4b14987,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,MONOGRAM,CANVAS,MONOGRAM,615.0,This iconic Zippy Wallet in Monogram canvas overlaid with a print evoking the golden age of Transatlantic cruises brings vintage LV glamour to an ultra-functional piece. The wallet’s compact design and generous interior make it a true essential.,503.0
1b1967802c188540ff44193dba75e9edc7d4cce5_2,2,1b1967802c188540ff44193dba75e9edc7d4cce5,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.MULTIPLE,TAIGA,LEATHER,OCEAN,440.0,"The Multiple wallet in Taiga leather is ideal for holding credit cards, bills and receipts.",81.0
553f36c9785f0a4f142e8e1a837ab763f1b670dc_2,2,553f36c9785f0a4f142e8e1a837ab763f1b670dc,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.VICTORINE,EPI,LEATHER,TROPICAL TURQUOISE ROSE,480.0,"As feminine as it is functional, the Victorine is our first compact wallet. Crafted in glamorous Epi Tropical leather for a refreshing exotic feel, its ingeniously designed interior holds almost as much as a long wallet.",123.0
5e2ac4237fe69d07f7856b16b8a2921826e19619_2,2,5e2ac4237fe69d07f7856b16b8a2921826e19619,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,JUNOT,MONOGRAM EMPREINTE,LEATHER,NOIR,1520.0,"The Junot bag, with its trendy pompom and its young and fresh shape, perfectly suits the code of the Monogram Empreinte line. The bright Crème braided detail underlines Louis Vuitton's Couture spirit and brings a trendy twist to the timeless Noir bag.",546.0
27a8070143b55d2f931bbb4d156b1da599c93771_2,2,27a8070143b55d2f931bbb4d156b1da599c93771,Accessories,Unisex,GIFTING OBJECTS,HOME,OTHER DECORATIONS,BOITE CLARENCE,AUTRES CUIRS,LEATHER,,490.0,"Featuring contrasting stitching, a microfiber lining to protect contents and our iconic Monogram Flower as a graphic leather intarsia, these versatile boxes are a must-have for both home and office.  Available 3 sizes that can be stored in the Matriochka way.",50.0
764c39b55afbd2ce1b4ce4d357fd77c09416bcea_2,2,764c39b55afbd2ce1b4ce4d357fd77c09416bcea,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,TRAVEL ORGANIZERS,DANDY WALLET,EPI,LEATHER,NOIR,1090.0,"The Dandy Wallet’s ultra-functional design gives you the capacity of a small bag in a wallet. It can be carried under the arm, inside a bag, or by hand for a more sophisticated look thanks to its removable wrist strap.",250.0
eb9e2924c5503415f83ce99c3e6fed0d69a9fe59_2,2,eb9e2924c5503415f83ce99c3e6fed0d69a9fe59,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,PF.TWIST CHAIN,AUTRES CUIRS,LEATHER,NOIR / OR,1400.0,"With its radiant gold motif printed on intense black calf leather, this Twist Chain Wallet is a visually stunning illustration of the House’s leatherworking process. ",128.0
b5ba86aab37c508070589b9bd69f9229cbbcf765_2,2,b5ba86aab37c508070589b9bd69f9229cbbcf765,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,PF.TWIST CHAIN,MONOGRAM,CANVAS,MONOGRAM,1300.0,"Inspired by Kansaï Yamamoto, Nicolas Ghesquière brings Kabuki stickers to this Twist Chain Wallet in Monogram canvas. As versatile as it is stylish, it can be carried as a clutch or over the shoulder on its long chain. ",243.0
4f503f597f13d5c2c038511e4be5b3347d1fe90b_2,2,4f503f597f13d5c2c038511e4be5b3347d1fe90b,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.PONT NEUF,MONOGRAM EMPREINTE,LEATHER,CERISE,700.0,"Modern and ultra feminine, the Pont-Neuf long wallet is exceptionally well thought-out: a flat zipped front pocket that maximizes interior space and gives it a slimmer feel. Slender but optimized, it can even hold a smartphone.",110.0
81f49bad2f317db481adbead2534e9a5ef8ccbf3_2,2,81f49bad2f317db481adbead2534e9a5ef8ccbf3,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,MONOGRAM EMPREINTE,LEATHER,ROSE BRUYERE,715.0,"The stylish and ultra-secure Zippy wallet looks sophisticated in supple Monogram Empreinte leather. Combining well-organized functionalities with a pure design, it is the perfect choice for an urban lifestyle.",404.0
e23f92a51ee30e40a079cdce8a0bd08a34d09272_2,2,e23f92a51ee30e40a079cdce8a0bd08a34d09272,Leather Goods,Men,BUSINESS,BUSINESS BAGS,SOFT BRIEFCASES,DANDY,EPI,LEATHER,BLEU MARINE,2350.0,"The Dandy Briefcase is for the modern businessman looking for an elegant and distinctive business bag. As functional as it is stylish, it will follow you everywhere: as much at work as during your business trips thanks to its removable strap adjusted for Horizon luggage.",114.0
556b0d5b23aea7874291bd598aa249503bf6e9b6_2,2,556b0d5b23aea7874291bd598aa249503bf6e9b6,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,PETITE BOITE CHAPEAU,MONOGRAM,CANVAS,MONOGRAM,3200.0,"Louis Vuitton’s iconic hatbox is reimagined as an adorable day-to-evening bag. Small yet practical, this exclusive piece comes in classic Monogram canvas with cowhide trim. ",539.0
6df055340957497aa536d307cce966556699d5df_2,2,6df055340957497aa536d307cce966556699d5df,Accessories,Women,FANCY ACCESSORIES,KEY HOLDERS,FANCY KEY HOLDERS,PTE CLES TWIST BB STRASS,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,250.0,"The new season brings an adorable BB version of the Twist Lock bag charm and key ring. Bi-color metal is bejeweled with sparkling strass and embellished with a delicate Monogram flower charm: just the thing to decorate a BB bag, wallet or clutch.  ",78.0
2f05507eb908ab4485e72ba08595cf406bf8bcb7_2,2,2f05507eb908ab4485e72ba08595cf406bf8bcb7,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,LONG BEACH,MONOGRAM VERNIS,LEATHER,ROSE CUIVRE,1470.0,"The new Long Beach PM goes everywhere in style, from city to beach. Made of Monogram Vernis in exclusive metallic shades, the tote is accented with smooth leather trim and charming tassels. A removable pouch holds keys, cards and other small items.",40.0
19b2caa1797fea87a1e332d23b62fc6f18a39464_2,2,19b2caa1797fea87a1e332d23b62fc6f18a39464,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,EPI,LEATHER,ROSE BALLERINE,750.0,"This Zippy Wallet crafts vibrant-colored leather patches into a fresh, and very feminine, reworking of our emblematic Monogram flower.  ",33.0
d4730c93b645a780b3dea44aa34bfc2d0e68b257_2,2,d4730c93b645a780b3dea44aa34bfc2d0e68b257,Accessories,Women,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LV INITIALES REV,MONOGRAM,CANVAS,,370.0,"A timeless branded model that offers two belts in one thanks to its reversible option. The iconic LV initials buckle can be associated with Monogram canvas for a more casual look, or with a colored grained calf leather for a more sophisticated silhouette.",134.0
826c416e7d42f9f2652b9e74f3fc6726826ffc8d_2,2,826c416e7d42f9f2652b9e74f3fc6726826ffc8d,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.SARAH,MONOGRAM,CANVAS,MONOGRAM,680.0,"Creative director Nicolas Ghesquière pays tribute to emblematic Japanese designer and artist Kansai Yamamoto with this envelope style Sarah wallet in Monogram canvas and leather, decorated with a traditional Kabuki mask motif. ",113.0
6c29f62d679bf2c4bf6c276ac209bc40f831e29d_2,2,6c29f62d679bf2c4bf6c276ac209bc40f831e29d,Accessories,Women,FASHION JEWELRY,BRACELETS,FANCY BRACELETS,MANC.MONOGRAMING,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,395.0,"These distinctive cuff bracelets feature the Maison's iconic Monogram canvas for a genuine must-have piece. The range reinterprets the Monogram in three complementary colors, in a refined tribute to Louis Vuitton's unique know-how.",187.0
e9882168601a7d6ba252610758277f3438156fd3_2,2,e9882168601a7d6ba252610758277f3438156fd3,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT REVERSO REV,EPI,CANVAS,,390.0,"This reversible belt offers two very different, and stylish looks in one: Monogram canvas with contrasting leather trimmings on one side and Louis Vuitton's emblematic Epi grained leather on the other side.",75.0
c3d82d00d75ba146538ddb0de26a7d8cce7122bb_2,2,c3d82d00d75ba146538ddb0de26a7d8cce7122bb,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV INITIALES REV,CUIR TAURILLON,LEATHER,,485.0,"Rich, contemporary Taurillon leather is adorned with the elegent iconic LV. A soft yet sturdy belt that that dresses to casual attire. ",177.0
4803e543fdcbb62679ba987313fb24997d02cc2d_2,2,4803e543fdcbb62679ba987313fb24997d02cc2d,Leather Goods,Unisex,REFILLS,DIARY REFILLS,DATED DIARY REFILLS,RECHARGE MIL AF PM,SANS LIGNE ESTHETIQUE,OTHER,BLANC GRIS,62.0,"With its colorful, artistic design and daily poetry inspired by the different letters that spell Louis Vuitton, this Agenda Refill will accompany you throughout the year. This complete version includes a directory, traveler's guide and world map.",693.0
6e5cc20c40fc7e473dff5f3430baa4bde32a681d_2,2,6e5cc20c40fc7e473dff5f3430baa4bde32a681d,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,ALMA,EPI,LEATHER,VERT ROSE,1450.0,"For this season, emblematic Alma  comes in an exclusive & exotic Epi leather reminding of beautiful Brazilian landscapes with their intense & vibrant colors. Refreshing Green Pink version on cute & versatile Alma BB shape is the perfect match for this collector version.",156.0
343cf4b9bcecb0d548891bd0f4dafdbac4028747_2,2,343cf4b9bcecb0d548891bd0f4dafdbac4028747,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,IENA,DAMIER EBENE,CANVAS,EBENE,1080.0,"Expressing Louis Vuitton tradition of « traveling with style », this shoulder tote is practical with a touch of sophistication. Ultra-secure thanks to its zipped main compartment and comfortable to carry thanks to its light weight and supple flat handles. The ideal companion for today’s modern woman. <p><p>Availability is limited. Shop for the holidays now.",1230.0
5ae71c3ea38a123e2022a6cd0eb99cddf22270e9_2,2,5ae71c3ea38a123e2022a6cd0eb99cddf22270e9,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,400.0,"The Classic Monogram shawl is woven of a soft silk-and-wool blend. Inspired by House travel blankets, it features a jacquard LV pattern and “Louis Vuitton” signature. Generously sized, it envelops the wearer in lightweight warmth. The fabric is deep-dyed for luxurious color. A wardrobe essential, it can be styled in a host of ways and makes a welcome gift.",313.0
99b34df818c8b44964c6583fccfe8d6a171dc312_2,2,99b34df818c8b44964c6583fccfe8d6a171dc312,Accessories,Men,TIES,TIES,OTHER TIES,CRAVATE BIRDY V,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,This refined business tie incorporates Louis Vuitton's graphic V motif into a silk jacquard weave to create an elegantly understated look.,139.0
3aa147344f7bec6076e2cdcd1d609f91c38adbfd_2,2,3aa147344f7bec6076e2cdcd1d609f91c38adbfd,Accessories,Women,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET LV CONFIDENTIAL,AUTRES CUIRS,LEATHER,,170.0,"With its single loop in our iconic Monogram canvas , this bracelet is signed with a delicately engraved Monogram pattern on its locking system. A perfect match for any outfit, it can be worn on its own or with other bracelets for a strong fashion statement.",81.0
871e482f0c5a889fbb722b62819f7945f50ff0c3_2,2,871e482f0c5a889fbb722b62819f7945f50ff0c3,Accessories,Men,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,TONCA,SANS LIGNE ESTHETIQUE,ACETATE,,410.0,"With its trendy, large pilot shape this lightweight, metal design is a perfect fit for oval and square face shapes. The cutout V design on the bridge offers a distinctive branded signature with a contrasting matt/shiny effect. Mirror or more classic lenses available.",80.0
c5d6043151ea83855eacf7e59aee75bbd898f505_2,2,c5d6043151ea83855eacf7e59aee75bbd898f505,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,NEVERFULL,MONOGRAM,CANVAS,MONOGRAM,1240.0,"Inspired by an imagined trip to Tahiti, this Neverfull MM in Monogram canvas brings new energy to classic Louis Vuitton craftsmanship. The quintessence of the summer spirit, the bag’s design is completed by a manuscript ‘Hawaii’ on the side.",173.0
b72e43ab18a5bced6c79dd53fe134190714092f0_2,2,b72e43ab18a5bced6c79dd53fe134190714092f0,Accessories,Men,EYEWEAR,SUNGLASSES,INJECTED SUNGLASSES,PLAYTIME,SANS LIGNE ESTHETIQUE,PLASTIC,,295.0,"These casual-sport style sunglasses feature a playful design mixing gold color with translucent details. The lightweight injected frame is confortable and easy-to-wear, while the aviator shape especially suits square and oval faces.",109.0
85c5aee1b75247d5581162045b7f6d35498a425f_2,2,85c5aee1b75247d5581162045b7f6d35498a425f,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,DOUBLE V,AUTRES HIGH END,LEATHER,RUBIS,2650.0,"Versatile and right on trend, the Double V is made from noble fine-grained leather and iconic Monogram canvas. The round and voluptuous shape of the bag is perfectly contrasted by the bold V-shape flap, making the Double V a unique bag. It can be carried by hand or over the shoulder thanks to the removable strap.",159.0
02e7fcbdad3a2d8fdbc0a013bd5abdda02f65bfa_2,2,02e7fcbdad3a2d8fdbc0a013bd5abdda02f65bfa,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,SAINT CLOUD,MONOGRAM,CANVAS,MONOGRAM,1170.0,"Very worked, the Saint Cloud is an ideal everyday bag for easy-chic young ladies on the go; cross-body in Monogram canvas it features a playful tassel, trendy studs and leather patches. The central patch can be hot-stamped with the owner’s initials, for a personalized touch.  For those who love the Lorette, the Saint Cloud is another new Monogram cross-body bag to add to your collection.",948.0
7c9a20534dca28fff5d6e768591119a65ff6c80f_2,2,7c9a20534dca28fff5d6e768591119a65ff6c80f,Leather Goods,Men,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,NIL,DAMIER EBENE,CANVAS,EBENE,1500.0,"Louis Vuitton commissioned renowed British artists Jake & Dinos Chapman to work on an oneiric wildlife world for the men's Spring Summer 2017 collection. Their unique artistic signature is illustrated thanks to original designs of these animals : Lion, Giraffe, Zebra, Rhinoceros.  A rhinoceros stands guard on this collectible edition of the Nil shoulder bag of signature Damier Ebene coated canvas. A stylish city companion, the Nil features multiple pockets inside and out, to keep items secured and accessible.  ",106.0
577e411d53a6585bcb1064c82bf00d7d8cd473b8_2,2,577e411d53a6585bcb1064c82bf00d7d8cd473b8,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,MASTERS CHALE LIGHT,SANS LIGNE ESTHETIQUE,TEXTILE,,995.0,"The iconic Monogram Shawl becomes the expression of the elite collaboration with Jeff Koons , highlighting the exceptional and exclusive craftsmanship. The re-creation of this Masterpiece is featured on a new, soft and airy monogram jacquard material embellished with stunning and refined gold embroideries.",42.0
5191efcf9b1d38e4941e1018496e5ea3eec5ac78_2,2,5191efcf9b1d38e4941e1018496e5ea3eec5ac78,Accessories,Men,FASHION JEWELRY,OTHER JEWELS,BROOCHES,SET DE BROCHES CITY BADGE SP,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,325.0,"This set of two collectible brooches can mixed and matched to create a unique, personalized look.",134.0
c5baa86ecff3e5410fb59074a32f73c90ffdac6a_2,2,c5baa86ecff3e5410fb59074a32f73c90ffdac6a,Leather Goods,Women,CITY BAGS,DAILY BAGS,BACKPACKS,LOCKME BACKPACK,LOCKME,LEATHER,MECHANICAL FLOWERS,2430.0,"The Lockme backpack, with its modern and practical shape is reinterpreted in a Mechanical Flowers version. The exclusive soft natural leather with its fine grain and sensual hand is embellished by golden and silver metallic studs giving a rock touch to the iconic Monogram Flowers. The Black and White colors offer a timeless option for a young, chic and stylish attitude.",181.0
b892db10e616121692b7f1839cf3be449dfd406c_2,2,b892db10e616121692b7f1839cf3be449dfd406c,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,PROPRIANO,DAMIER AZUR,CANVAS,AZUR,1500.0,"This surprisingly refined shoulder tote with its delicate braided leather piping and handles, soft rose-colored lining, and playful leather tassel is all about summer elegance. As versatile as it is chic, it’s perfect for the city and the beach. <p><p>Availability is limited. Shop for the holidays now.",1413.0
c1fcca70802c95e65ad9a848f4209a5ce27b4580_2,2,c1fcca70802c95e65ad9a848f4209a5ce27b4580,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,PORTE CARTES ZIPPE G.,MONOGRAM,CANVAS,MONOGRAM,265.0,"Slim and practical, this zipped cardholder is the apex of discreet charm. Its secure zip compartment can hold safely coins, bills or keys while the delicately stitched pockets reflect Louis Vuitton’s exceptional craftsmanship.",249.0
14a00f676f289cb8976b05ff2063c4307c73ef2d_2,2,14a00f676f289cb8976b05ff2063c4307c73ef2d,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV INITIALES REV,UTAH,LEATHER,,485.0,"Crafted of new, extra-supple Utah leather, a skin with a visible flat grain, this belt features double stitching, rich edge-dyeing and the LV Initiales buckle with an aged-gold or palladium finish. In Navy or Chocolat, reversing to smooth black calf.  ",111.0
3f966cec0c3748ed22edbcf39435a51d066dc69c_2,2,3f966cec0c3748ed22edbcf39435a51d066dc69c,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CAPUCINES,CAPUCINES,LEATHER,TAUPE,3600.0,"The lambskin leather braiding woven into the Taurillon leather of this Capucines PM brings a modern feel to an emblematic handbag, accentuated by the subtle color contrast of the leathers.",46.0
